geo_code,geo_name,lad11cd,lad_name,all,bicycle,foot,car_driver,car_passenger,motorbike,train_tube,bus,taxi_other,govtarget_slc,govtarget_sic,govtarget_slw,govtarget_siw,govtarget_sld,govtarget_sid,govtarget_slp,govtarget_sip,govtarget_slm,govtarget_sim,govtarget_slpt,govtarget_sipt,govnearmkt_slc,govnearmkt_sic,govnearmkt_slw,govnearmkt_siw,govnearmkt_sld,govnearmkt_sid,govnearmkt_slp,govnearmkt_sip,govnearmkt_slm,govnearmkt_sim,govnearmkt_slpt,govnearmkt_sipt,gendereq_slc,gendereq_sic,gendereq_slw,gendereq_siw,gendereq_sld,gendereq_sid,gendereq_slp,gendereq_sip,gendereq_slm,gendereq_sim,gendereq_slpt,gendereq_sipt,dutch_slc,dutch_sic,dutch_slw,dutch_siw,dutch_sld,dutch_sid,dutch_slp,dutch_sip,dutch_slm,dutch_sim,dutch_slpt,dutch_sipt,ebike_slc,ebike_sic,ebike_slw,ebike_siw,ebike_sld,ebike_sid,ebike_slp,ebike_sip,ebike_slm,ebike_sim,ebike_slpt,ebike_sipt,base_slcyclehours,govtarget_sicyclehours,govnearmkt_sicyclehours,gendereq_sicyclehours,dutch_sicyclehours,ebike_sicyclehours,base_sldeath,base_slyll,base_slvalueyll,base_slsickdays,base_slvaluesick,base_slvaluecomb,govtarget_sideath,govtarget_siyll,govtarget_sivalueyll,govtarget_sisickdays,govtarget_sivaluesick,govtarget_sivaluecomb,govnearmkt_sideath,govnearmkt_siyll,govnearmkt_sivalueyll,govnearmkt_sisickdays,govnearmkt_sivaluesick,govnearmkt_sivaluecomb,gendereq_sideath,gendereq_siyll,gendereq_sivalueyll,gendereq_sisickdays,gendereq_sivaluesick,gendereq_sivaluecomb,dutch_sideath,dutch_siyll,dutch_sivalueyll,dutch_sisickdays,dutch_sivaluesick,dutch_sivaluecomb,ebike_sideath,ebike_siyll,ebike_sivalueyll,ebike_sisickdays,ebike_sivaluesick,ebike_sivaluecomb,base_slcarkm,base_slco2,govtarget_sicarkm,govtarget_sico2,govnearmkt_sicarkm,govnearmkt_sico2,gendereq_sicarkm,gendereq_sico2,dutch_sicarkm,dutch_sico2,ebike_sicarkm,ebike_sico2,perc_rf_dist_u10km,avslope_perc_u10km
E01011443,Leeds 110B,E08000035,Leeds,462,28,164,119,16,1,27,98,9,43.27,15.27,156.6,-7.4,116.52,-2.48,15.56,-0.44,0.99,-0.00849,120.37,-4.63,41.84,13.84,156.62,-7.38,117.01,-1.99,15.62,-0.38,0.98,-0.0197,121.23,-3.77,39.97,11.97,157.25,-6.75,118.6,-0.4,15.91,-0.0888,1,0,121.5,-3.5,115.87,87.87,119.95,-44.05,104.69,-14.31,13.34,-2.66,0.97,-0.0306,99.13,-25.87,152.2,124.2,105.8,-58.2,95.92,-23.08,11.77,-4.23,0.91,-0.0885,88.2,-36.8,1471.81,832.84,836.3,429.81,4565.14,6212.62,-3.57e-4,-0.0119,691.56,-3.51,463.93,1155.49,-3.65e-4,-0.0127,738.67,-5.37,710.78,1449.45,-3.34e-4,-0.012,697.7,-3.14,415.84,1113.54,4.05e-5,0.0012,-69.75,-1.15,152.06,82.32,-0.00178,-0.07,3800.88,-29.88,3952.65,7753.53,-6.39e-4,-0.03,2012.38,-21.99,2909.5,4921.88,-3935.66,-716.29,-3197.55,-581.95,-2693.05,-490.14,-188.76,-34.35,-17497.62,-3184.57,-31236.35,-5685.02,77.96,2.35
E01011058,Kirklees 001E,E08000034,Kirklees,526,5,20,409,35,6,2,43,6,14.93,9.93,19.48,-0.52,401.5,-7.5,34.27,-0.73,5.84,-0.164,44.16,-0.84,10.88,5.88,19.77,-0.23,404.45,-4.55,34.64,-0.36,5.85,-0.146,44.53,-0.47,17.4,12.4,19.47,-0.53,402.36,-6.64,33,-2,6,0,41.77,-3.23,65.62,60.62,15.96,-4.04,363.92,-45.08,30.79,-4.21,4.98,-1.02,40.06,-4.94,114,109,14.05,-5.95,326.42,-82.58,27.34,-7.66,4.31,-1.69,35.82,-9.18,605.43,1239.84,844.42,2150.36,6506.05,11155.32,-0.0013,-0.0437,2531.26,-3.84,508.14,3039.41,-0.00517,-0.135,7851.68,-18.39,2432.1,10283.78,-0.00296,-0.0834,4832.2,-9.15,1209.84,6042.05,-0.00937,-0.231,13401.2,-29.21,3864,17265.2,-0.0278,-0.72,41650.71,-105.23,13920.12,55570.83,-0.0384,-0.99,57343.08,-159.35,21079.31,78422.39,-5666.38,-1031.28,-13585.85,-2472.62,-9380.43,-1707.24,-16420.22,-2988.48,-71172.76,-12953.44,-146381.28,-26641.39,60.12,2.96
E01011768,Wakefield 034B,E08000036,Wakefield,604,6,45,478,37,1,19,15,3,17.18,11.18,43.44,-1.56,469.61,-8.39,36.23,-0.77,0.99,-0.00812,33.57,-0.43,15.32,9.32,44.02,-0.98,470.77,-7.23,36.3,-0.7,0.99,-0.0075,33.62,-0.38,16.64,10.64,40.5,-4.5,473.83,-4.18,35.89,-1.11,1,0,33.15,-0.85,67.11,61.11,33.69,-11.31,434.22,-43.78,32.99,-4.01,0.96,-0.0377,32.18,-1.82,108.75,102.75,30.29,-14.71,401.12,-76.88,29.94,-7.06,0.92,-0.0846,30.3,-3.7,823.25,1645.33,1645.9,706.53,6414.95,11760.5,-0.00153,-0.0521,3019.29,-5.29,700.25,3719.54,-0.00542,-0.142,8208.74,-18.23,2412.13,10620.87,-0.0056,-0.151,8737.36,-14.4,1904.74,10642.1,-6.41e-4,-0.0209,1208.95,-8.96,1184.63,2393.58,-0.0218,-0.57,33032.39,-85,11244.41,44276.8,-0.0321,-0.84,48435.19,-135.45,17917.97,66353.16,-9020.53,-1641.74,-19306.57,-3513.8,-19613.88,-3569.73,-4943.12,-899.65,-76953.51,-14005.54,-164507.11,-29940.29,35.51,2.38
E01011319,Leeds 091C,E08000035,Leeds,662,10,90,328,72,3,5,147,7,30.14,20.14,86.91,-3.09,318.84,-9.16,69.8,-2.2,2.88,-0.115,146.65,-5.35,22.81,12.81,87.45,-2.55,322.49,-5.51,71,-1,2.86,-0.138,148.47,-3.53,17.1,7.1,89.11,-0.89,327.14,-0.86,70.68,-1.32,3,0,147.97,-4.03,140.19,130.19,68,-22,269.17,-58.83,57.71,-14.29,2.22,-0.777,119.28,-32.72,201.05,191.05,59.53,-30.47,239.18,-88.82,51.16,-20.84,1.99,-1.01,104.31,-47.69,566.37,1600.95,1139.52,390.13,9297,12860.47,-8.56e-4,-0.032,1852.83,-6.02,796.24,2649.07,-0.00504,-0.121,7036.12,-24.38,3224.74,10260.85,-0.00316,-0.0838,4859.83,-12.62,1669.91,6529.74,-4.39e-4,-0.0131,757.28,-9.9,1309.48,2066.75,-0.0283,-0.68,39493.71,-144.53,19118.48,58612.19,-0.0302,-0.72,41583.68,-157.52,20836.63,62420.31,-3758.5,-684.05,-11219.63,-2041.97,-7650.41,-1392.37,-368.04,-66.98,-64713.9,-11777.93,-107822.19,-19623.64,79.87,2.47
E01011398,Leeds 077B,E08000035,Leeds,677,6,34,466,45,10,89,25,2,18.29,12.29,32.37,-1.63,458.01,-7.99,44.01,-0.99,9.89,-0.113,112.45,-1.55,23.08,17.08,31.82,-2.18,454.38,-11.62,43.99,-1.01,9.76,-0.239,111.99,-2.01,10.7,4.7,33.5,-0.5,463.35,-2.65,44.76,-0.238,10,0,112.69,-1.31,70.17,64.17,23.35,-10.65,424.58,-41.42,39.86,-5.14,9.61,-0.389,107.51,-6.49,111.09,105.09,20.94,-13.06,397.13,-68.87,36.72,-8.28,9.02,-0.983,100.26,-13.74,958.15,1760.55,2725.85,927.8,6888.08,12967.41,-0.00149,-0.0482,2793.67,-5.11,675.88,3469.55,-0.00445,-0.125,7226.02,-17.87,2364.36,9590.38,-0.00677,-0.195,11322.31,-22.22,2939.02,14261.33,-0.00221,-0.0583,3376.55,-10.66,1410.78,4787.33,-0.017,-0.48,27562.34,-78.8,10423.86,37986.2,-0.0262,-0.73,42495.28,-136.38,18041.26,60536.53,-8537.42,-1553.81,-17165.66,-3124.15,-27317.54,-4971.79,-7353.01,-1338.25,-68349.68,-12439.64,-149540.75,-27216.42,25.12,1.86
E01011318,Leeds 090C,E08000035,Leeds,544,7,90,210,36,4,21,168,8,20.96,13.96,87.61,-2.39,205.18,-4.82,35.23,-0.77,3.86,-0.137,183.44,-5.56,16.18,9.18,88.48,-1.52,206.91,-3.09,35.55,-0.45,3.87,-0.126,185.2,-3.8,12.35,5.35,88.66,-1.34,208.36,-1.64,36,0,4,0,186.63,-2.37,97.81,90.81,71.56,-18.44,179.78,-30.22,30.9,-5.1,3.19,-0.809,154.57,-34.43,153.53,146.53,61.19,-28.81,159.46,-50.54,27.44,-8.56,2.7,-1.3,134.44,-54.56,715.1,1319.03,970.22,389.56,7581.17,11077.46,-7.55e-4,-0.0274,1586.6,-5.19,686.82,2273.42,-0.00322,-0.0903,5232.33,-19.63,2596.37,7828.7,-0.00231,-0.0685,3968.26,-11.02,1457.3,5425.57,-2.91e-4,-0.00874,506.84,-6.36,841.51,1348.36,-0.0173,-0.49,28359.38,-113.66,15034.9,43394.27,-0.0188,-0.54,31026.62,-128.72,17027.56,48054.18,-3980.72,-724.49,-7286.1,-1326.07,-5249.48,-955.41,-1549.27,-281.97,-40683.93,-7404.48,-73695.87,-13412.65,81.12,2.83
E01011399,Leeds 074B,E08000035,Leeds,656,6,62,417,49,4,50,67,1,19.88,13.88,59,-3,409.26,-7.74,47.82,-1.18,3.96,-0.0435,115.09,-1.91,24.39,18.39,57.94,-4.06,406.46,-10.54,47.76,-1.24,3.84,-0.164,114.64,-2.36,7.67,1.67,62,0,415.33,-1.67,49,0,4,0,117,0,88.77,82.77,39.82,-22.18,373.57,-43.43,41.89,-7.11,3.83,-0.168,107.16,-9.84,130.21,124.21,36.93,-25.07,347.56,-69.44,38.04,-10.96,3.58,-0.416,98.77,-18.23,1207.91,1647.97,2389.93,230.86,7305.32,12588.53,-0.00228,-0.0738,4276.57,-9.03,1195.08,5471.65,-0.0051,-0.131,7618.28,-17.75,2347.98,9966.26,-0.00654,-0.181,10469.64,-20.49,2710.57,13180.21,-6.39e-4,-0.0192,1112.8,-4.31,569.81,1682.6,-0.0213,-0.55,31954.95,-84.56,11185.54,43140.49,-0.0308,-0.79,45524.95,-137.53,18192.44,63717.39,-10515.73,-1913.86,-15406.16,-2803.92,-22766.38,-4143.48,-3154.22,-574.07,-67683.55,-12318.41,-138834.52,-25267.88,35.99,1.82
E01011762,Wakefield 002E,E08000036,Wakefield,797,14,148,448,69,0,52,56,10,42.38,28.38,140.05,-7.95,433.43,-14.57,66.25,-2.75,0,0,105.18,-2.82,52.41,38.41,136.95,-11.05,429.43,-18.57,65.18,-3.82,0,0,103.47,-4.53,28.36,14.36,145.62,-2.38,439.99,-8.01,67.64,-1.36,0,0,105.59,-2.41,183.62,169.62,95.4,-52.6,364.53,-83.47,52.39,-16.61,0,0,92.86,-15.14,227.18,213.18,91.58,-56.42,336.9,-111.1,47.68,-21.32,0,0,86,-22,1950.1,2228.14,3123.06,1835.51,10301.6,14660.14,-0.00148,-0.0537,3115.5,-9.17,1213.18,4328.69,-0.00662,-0.169,9774.83,-24.94,3298.62,13073.45,-0.00867,-0.234,13543.53,-29.07,3844.87,17388.4,-0.0037200000000000002,-0.0938,5437.62,-23.21,3070.84,8508.46,-0.03,-0.76,44045.8,-122.27,16173.64,60219.43,-0.0316,-0.81,46773.91,-139.62,18469.03,65242.93,-19317.88,-3515.85,-20095.87,-3657.45,-26592.96,-4839.92,-15720.17,-2861.07,-93757.2,-17063.81,-155168.8,-28240.72,59.04,1.32
E01010593,Bradford 022F,E08000032,Bradford,751,5,54,583,42,0,21,45,1,12.54,7.54,52.99,-1.01,577.6,-5.4,41.49,-0.51,0,0,65.39,-0.61,12.01,7.01,53.46,-0.54,577.65,-5.35,41.47,-0.53,0,0,65.43,-0.57,10.27,5.27,51.27,-2.73,581.1,-1.9,41.92,-0.0769,0,0,65.44,-0.56,52.91,47.91,45.21,-8.79,550.82,-32.18,38.66,-3.34,0,0,62.53,-3.47,118.62,113.62,38.41,-15.59,501.86,-81.14,34.19,-7.81,0,0,57.19,-8.81,292.77,1072.56,1202.75,245.34,5529.16,12501.02,-4.33e-4,-0.0151,877.39,-4.28,565.66,1443.05,-0.00376,-0.0989,5731.9,-14.04,1857.53,7589.42,-0.0036,-0.098,5680.59,-11.8,1561.18,7241.77,-9.86e-4,-0.0263,1524.1,-2.87,380.28,1904.37,-0.0202,-0.53,30644.83,-81.88,10831.45,41476.28,-0.0382,-1,57816.22,-180.43,23867.77,81684,-5073.59,-923.39,-11171.86,-2033.28,-12736.26,-2318,-2485.34,-452.33,-56767.32,-10331.65,-157740.95,-28708.85,63.17,4.56
E01011295,Leeds 059E,E08000035,Leeds,725,19,76,377,70,6,7,152,18,34.48,15.48,74.47,-1.53,369.28,-7.72,68.3,-1.7,5.86,-0.136,155.03,-3.97,28.36,9.36,74.92,-1.08,371.97,-5.03,69.07,-0.93,5.86,-0.138,157.04,-1.96,34.99,15.99,74.29,-1.71,370.13,-6.87,68.01,-1.99,6,0,154.32,-4.68,109.2,90.2,64.19,-11.81,333.12,-43.88,60.71,-9.29,5.25,-0.745,137,-22,184.99,165.99,54.49,-21.51,294.76,-82.24,53.14,-16.86,4.57,-1.43,119.99,-39.01,1755.64,1638.87,1109.28,1246.02,8459.25,13819.9,-0.00225,-0.0813,4710.16,-20.7,2738.31,7448.47,-0.00403,-0.114,6591.24,-26.01,3440.43,10031.67,-0.00269,-0.0803,4655.2,-12.95,1712.69,6367.89,-0.00234,-0.0716,4150.7,-28.72,3799.29,7950,-0.0212,-0.59,34147.75,-137.05,18128.82,52276.57,-0.0267,-0.74,43016.23,-187.13,24753.78,67770.02,-11302.46,-2057.05,-12188.21,-2218.25,-8826.74,-1606.47,-7037.77,-1280.87,-63485.07,-11554.28,-124791.74,-22712.1,78.31,3.33
E01011870,Wakefield 043C,E08000036,Wakefield,582,9,79,397,49,2,30,12,4,21.28,12.28,76.22,-2.78,389.34,-7.66,47.59,-1.41,1.95,-0.0519,41.66,-0.34,25.96,16.96,74.5,-4.5,387.07,-9.93,47.02,-1.98,1.91,-0.093,41.58,-0.42,15.56,6.56,75.81,-3.19,394.46,-2.54,48.33,-0.667,2,0,41.88,-0.12,85.24,76.24,59.79,-19.21,351.21,-45.79,39.7,-9.3,1.62,-0.379,40.46,-1.54,122.86,113.86,53.76,-25.24,325.57,-71.43,35.45,-13.55,1.55,-0.451,39,-3,267.04,1138.11,1550.5,141.91,4836.78,8597.55,-8.05e-4,-0.0219,1269.16,-2.41,319.22,1588.38,-0.00475,-0.115,6640.09,-11.34,1499.77,8139.85,-0.00563,-0.143,8260.45,-12.16,1607.91,9868.37,-5.37e-5,-0.00161,93.6,-1.48,195.81,289.41,-0.0211,-0.5,29174.72,-56.72,7503.49,36678.21,-0.0287,-0.69,39952.44,-80.36,10630.84,50583.28,-2316.95,-421.69,-11555.92,-2103.18,-15157.05,-2758.58,-869.68,-158.28,-47363.71,-8620.2,-102567.73,-18667.33,45.89,2.47
E01011873,Wakefield 006A,E08000036,Wakefield,899,5,41,678,60,6,17,86,6,25.51,20.51,39.8,-1.2,663.03,-14.97,58.56,-1.44,5.79,-0.21,100.46,-2.54,17.99,12.99,39.91,-1.09,668.79,-9.21,59.1,-0.9,5.66,-0.343,101.59,-1.41,11.22,6.22,40.89,-0.11,673.6,-4.4,59.4,-0.599,6,0,101.89,-1.11,125.79,120.79,32.41,-8.59,590.7,-87.3,51.54,-8.46,4.65,-1.35,88.83,-14.17,201.51,196.51,28.66,-12.34,534.51,-143.49,46.27,-13.73,4.05,-1.95,79.37,-23.63,788.12,2542.26,1830.13,865,12548.87,20098.46,-0.0011,-0.0389,2254.95,-5.72,756.3,3011.26,-0.00785,-0.21,12168.09,-35.93,4752.51,16920.61,-0.00502,-0.142,8254.67,-18.83,2490.94,10745.6,-0.00163,-0.045,2607.87,-14.34,1896.77,4504.64,-0.0403,-1.07,61935.11,-193.32,25572.6,87507.7,-0.0489,-1.3,75388.52,-264.59,35000.93,110389.45,-6345.21,-1154.83,-26778.71,-4873.72,-18844.48,-3429.7,-7353.21,-1338.28,-136621.55,-24865.12,-254720.67,-46359.16,50.72,2.41
E01011703,Leeds 001E,E08000035,Leeds,459,2,34,379,19,1,7,16,1,9.16,7.16,32.88,-1.12,373.64,-5.36,18.53,-0.47,0.96,-0.0386,22.84,-0.16,11.21,9.21,32.78,-1.22,371.71,-7.29,18.56,-0.44,0.93,-0.0714,22.81,-0.19,3.3,1.3,34,0,377.9,-1.1,19,0,1,0,22.9,-0.1,43.29,41.29,25.83,-8.17,349.89,-29.11,15.84,-3.16,0.71,-0.293,22.45,-0.55,67.92,65.92,22.72,-11.28,330.62,-48.38,14.46,-4.54,0.6,-0.399,21.7,-1.3,462.47,1026.83,1544.22,430.9,3753.04,7127.56,-5.82e-4,-0.0195,1130.39,-2.08,275.6,1405.99,-0.00364,-0.0855,4958.54,-9.96,1317.67,6276.21,-0.00486,-0.125,7236.48,-12.27,1623.1,8859.58,-4.84e-4,-0.0153,884.97,-3.79,501.4,1386.37,-0.0138,-0.32,18836.58,-44.32,5862.17,24698.75,-0.0212,-0.5,28955.86,-67.12,8879.35,37835.21,-5159.23,-938.98,-11985.44,-2181.35,-18677.47,-3399.3,-4782.49,-870.41,-43525.19,-7921.58,-97994.13,-17834.93,27.95,2.34
E01011782,Wakefield 027D,E08000036,Wakefield,670,12,57,464,57,5,9,60,6,30.25,18.25,54.54,-2.46,452.36,-11.64,55.17,-1.83,4.89,-0.11,67.03,-1.97,34.46,22.46,53.69,-3.31,450.02,-13.98,54.75,-2.25,4.73,-0.275,66.7,-2.3,23.59,11.59,53.96,-3.04,457.92,-6.08,56.53,-0.471,5,0,67,-2,112.98,100.98,41.59,-15.41,401.62,-62.38,46.46,-10.54,4.63,-0.365,57.99,-11.01,162.23,150.23,38.11,-18.89,367.58,-96.42,41.77,-15.23,4.28,-0.717,51.92,-17.08,1593.6,2124.65,2823.62,1990.55,9378.53,14543.7,-0.00697,-0.186,10752.94,-15.8,2090.57,12843.52,-0.00671,-0.175,10137.87,-27.72,3666.5,13804.36,-0.0093,-0.25,14505.27,-28.86,3818.18,18323.45,-0.00392,-0.0905,5244.1,-16.31,2157.77,7401.88,-0.0288,-0.74,43144.73,-137.35,18168.5,61313.23,-0.0346,-0.9,52363.95,-175.22,23178.32,75542.27,-13546.5,-2465.46,-21146.92,-3848.74,-28139.6,-5121.41,-15607.8,-2840.62,-93209.23,-16964.08,-171434,-31200.99,54.5,1.89
E01011871,Wakefield 043D,E08000036,Wakefield,710,12,92,458,62,4,36,38,8,26,14,88.82,-3.18,449.7,-8.3,60.75,-1.25,3.93,-0.0666,72.96,-1.04,30.6,18.6,87.48,-4.52,447.02,-10.98,60.63,-1.37,3.77,-0.229,72.66,-1.34,21.19,9.19,87.44,-4.56,454.02,-3.98,61.73,-0.271,4,0,73.65,-0.35,96.56,84.56,71.1,-20.9,409.26,-48.74,54.24,-7.76,3.62,-0.377,68.19,-5.81,141.06,129.06,64.97,-27.03,380.35,-77.65,49.42,-12.58,3.32,-0.682,64.38,-9.62,357.2,1314.87,1840.27,211.19,5734.41,10240.63,-0.00138,-0.0361,2089.7,-4.52,597.45,2687.14,-0.00445,-0.111,6453.73,-13.73,1815.85,8269.58,-0.00618,-0.161,9346.35,-15.68,2073.96,11420.31,-2.45e-4,-0.00677,392.29,-2.28,301.12,693.41,-0.02,-0.5,28896.76,-70.44,9318.51,38215.28,-0.0287,-0.71,41328.01,-102.41,13547.66,54875.66,-2766.6,-503.52,-12441.24,-2264.31,-17269.19,-3142.99,-1488.16,-270.85,-53395.76,-9718.03,-114368.57,-20815.08,44.97,2.4
E01010632,Bradford 040E,E08000032,Bradford,474,2,67,241,45,1,11,92,15,13.83,11.83,65.01,-1.99,235.26,-5.74,43.78,-1.22,1,-0.00468,100.52,-2.48,8.14,6.14,66.07,-0.93,238.02,-2.98,44.63,-0.37,0.99,-0.00973,101.27,-1.73,2.8,0.8,67,0,240.6,-0.4,44.8,-0.2,1,0,102.8,-0.2,87.03,85.03,51.38,-15.62,200.42,-40.58,36.26,-8.74,0.97,-0.0264,85.92,-17.08,134.73,132.73,44.47,-22.53,176.74,-64.26,31.44,-13.56,0.9,-0.0985,75.44,-27.56,232.98,949.42,609.72,86.37,5833.4,8858.08,-3.35e-4,-0.0112,651.12,-2.54,336.45,987.57,-0.00237,-0.065,3766.43,-13.92,1841.76,5608.19,-0.00127,-0.0378,2190.47,-6.67,882.9,3073.37,-1.48e-4,-0.00518,300.16,-2.23,295.65,595.81,-0.0139,-0.39,22446.48,-88.88,11757.05,34203.53,-0.0165,-0.45,26252.57,-107.66,14241.86,40494.42,-1576.05,-286.84,-6757.6,-1229.88,-4214.53,-767.04,-565.7,-102.96,-41809.45,-7609.32,-74970.35,-13644.6,80.88,3.06
E01011479,Leeds 056B,E08000035,Leeds,736,33,194,230,21,1,132,114,11,54.13,21.13,187.32,-6.68,225.14,-4.86,20.55,-0.45,0.95,-0.0516,237.38,-8.62,53.17,20.17,186.32,-7.68,226.16,-3.84,20.61,-0.39,0.94,-0.0607,238.43,-7.57,41.84,8.84,192.28,-1.72,228.25,-1.75,20.47,-0.534,1,0,241.16,-4.84,153.92,120.92,153.37,-40.63,202.33,-27.67,18.41,-2.59,0.69,-0.306,199.09,-46.91,217.55,184.55,133.56,-60.44,184.5,-45.5,16.86,-4.14,0.6,-0.404,175.94,-70.06,2297.5,1708.69,1761.62,439.23,8805.57,12633.23,-0.0013,-0.0504,2922.26,-15.92,2106.57,5028.83,-0.00149,-0.0404,2340.12,-13.95,1844.73,4184.85,-0.00157,-0.0437,2534.86,-8.85,1171.17,3706.03,-1.82e-4,-0.00466,270.36,-7.71,1019.48,1289.84,-0.00731,-0.2,11566.86,-70.53,9329.24,20896.1,-0.00799,-0.2,11824.92,-68.85,9107.19,20932.1,-8110.48,-1476.11,-6909.5,-1257.53,-5933.21,-1079.84,-1225.09,-222.97,-34030.44,-6193.54,-64369.81,-11715.31,73.54,2.56
E01011327,Leeds 052A,E08000035,Leeds,641,7,49,403,49,4,12,107,10,17.38,10.38,48,-1,396.75,-6.25,48.14,-0.86,3.94,-0.0614,116.98,-2.02,14.23,7.23,48.4,-0.6,398.66,-4.34,48.46,-0.54,3.89,-0.105,117.53,-1.47,11.03,4.03,48.97,-0.03,401.35,-1.65,48.21,-0.786,4,0,117.46,-1.54,72.69,65.69,40.37,-8.63,364.5,-38.5,43.93,-5.07,3.54,-0.464,107.14,-11.86,136.8,129.8,34.26,-14.74,325.11,-77.89,38.92,-10.08,3.08,-0.917,95.01,-23.99,839.54,1334.89,1050.02,423.61,7098.98,12906.9,-0.00211,-0.0661,3832.04,-9.11,1204.69,5036.73,-0.00385,-0.104,6020.04,-18.45,2440.69,8460.73,-0.00278,-0.0818,4743.52,-10.64,1407.71,6151.23,-8.6e-4,-0.0239,1385.2,-9.2,1217.16,2602.36,-0.0211,-0.56,32302.6,-105.86,14003.99,46306.6,-0.0295,-0.79,45774.47,-177.8,23520.45,69294.92,-6897.92,-1255.42,-11496.76,-2092.41,-8713.29,-1585.82,-2420.89,-440.6,-60796.62,-11064.99,-133211.22,-24244.44,68.79,3.56
E01011421,Leeds 040A,E08000035,Leeds,569,9,47,317,51,1,8,125,11,24.48,15.48,45.5,-1.5,309.15,-7.85,49.4,-1.6,0.99,-0.00513,128.77,-4.23,18.29,9.29,46.33,-0.67,312.23,-4.77,50.07,-0.93,0.99,-0.0056,130.41,-2.59,15.35,6.35,46,-1,315.52,-1.48,49.44,-1.56,1,0,130.68,-2.32,106.96,97.96,36.07,-10.93,268.46,-48.54,41.03,-9.97,0.99,-0.00999,106.38,-26.62,159.85,150.85,31.79,-15.21,239.88,-77.12,35.78,-15.22,0.96,-0.0429,92.54,-40.46,845.81,1414.51,969.6,441.51,7796.92,11440.77,-0.00308,-0.0869,5038.88,-12.49,1652.81,6691.69,-0.00441,-0.116,6699.61,-21.58,2854.75,9554.37,-0.00249,-0.0731,4237.79,-11.36,1503.27,5741.05,-0.00101,-0.0271,1572.89,-9.41,1244.34,2817.24,-0.023,-0.61,35143.92,-123.99,16401.9,51545.81,-0.0276,-0.72,41582.28,-148.99,19708.71,61290.99,-5049.85,-919.07,-11432.76,-2080.76,-7830.41,-1425.13,-1605.47,-292.2,-62055.02,-11294.01,-110957.39,-20194.24,77.47,2.5
E01011254,Kirklees 028C,E08000034,Kirklees,652,3,36,509,41,4,19,33,7,13.99,10.99,35.34,-0.66,500.53,-8.47,40.13,-0.87,3.94,-0.0557,51.18,-0.82,10.4,7.4,35.6,-0.4,503.4,-5.6,40.19,-0.81,3.95,-0.0479,51.55,-0.45,4.5,1.5,35,-1,508.5,-0.5,41,0,4,0,52,0,73.2,70.2,30.41,-5.59,456.22,-52.78,35.08,-5.92,3.7,-0.304,46.94,-5.06,129.87,126.87,27.11,-8.89,412.17,-96.83,30.79,-10.21,3.39,-0.61,42.75,-9.25,526.18,1409.9,1039.8,227.82,7224.22,12590.67,-0.00171,-0.0492,2854.12,-4.06,536.61,3390.74,-0.00609,-0.159,9234.66,-20.07,2654.32,11888.98,-0.0036,-0.101,5864.85,-11,1454.85,7319.7,-1.6e-4,-0.00529,306.88,-1.55,205.3,512.18,-0.0327,-0.85,49054.24,-116.97,15473.41,64527.64,-0.0461,-1.19,69137.04,-176.19,23306.92,92443.97,-4423.44,-805.07,-15701.63,-2857.7,-11190.32,-2036.64,-1205.23,-219.35,-81892.31,-14904.4,-168905.22,-30740.75,54,3.2
E01011256,Kirklees 028E,E08000034,Kirklees,548,7,43,345,47,7,14,73,12,17.11,10.11,42.09,-0.91,338.75,-6.25,46.16,-0.84,6.85,-0.151,85.22,-1.78,14.22,7.22,42.5,-0.5,340.68,-4.32,46.19,-0.81,6.76,-0.235,85.72,-1.28,12.47,5.47,42.86,-0.14,341.72,-3.28,46.52,-0.476,7,0,85.66,-1.34,67.98,60.98,36.07,-6.93,308.79,-36.21,41.87,-5.13,5.98,-1.02,76.36,-10.64,117.41,110.41,32,-11,278.25,-66.75,37.5,-9.5,5.21,-1.79,67.73,-19.27,1122.86,1271.64,1012.09,643.55,6303.02,10869.85,-7.21e-4,-0.0241,1398.9,-9.74,1288.08,2686.98,-0.0045,-0.119,6888.76,-17.14,2266.98,9155.75,-0.00286,-0.0817,4734.05,-10.11,1337.86,6071.91,-0.00219,-0.0617,3577.55,-12.55,1660.06,5237.61,-0.0225,-0.59,34207.02,-93.49,12367.08,46574.1,-0.0305,-0.8,46612.12,-138.68,18345.55,64957.67,-11130.78,-2025.8,-11619.08,-2114.67,-8640.46,-1572.56,-5497.72,-1000.58,-57477.36,-10460.88,-117400.87,-21366.96,61.51,3.08
